file_id,area,spot,in_out,Participant
1292.wav,Euston,gardens,outdoor,S73
1310.wav,campus,library,outdoor,S73
1421.wav,british,forecourt,outdoor,S73
1654.wav,british,greatcourt,indoor,S73
2422.wav,campus,reception,indoor,S73
2499.wav,british,room12,indoor,S73
0202.wav,southbank,waterloo,indoor,S74
0346.wav,campus,ground,indoor,S74
0631.wav,campus,curve,indoor,S74
0802.wav,campus,canal,outdoor,S74
0908.wav,westend,charing,indoor,S74
0926.wav,southbank,royal,indoor,S74
1018.wav,campus,library,outdoor,S74
1339.wav,campus,reception,indoor,S74
1380.wav,westend,market,indoor,S74
1522.wav,southbank,bridge,outdoor,S74
1691.wav,westend,trafalgar,outdoor,S74
1910.wav,southbank,skate,outdoor,S74
1960.wav,westend,leicester,outdoor,S74
2065.wav,campus,square,outdoor,S74
2156.wav,southbank,food,outdoor,S74
2402.wav,westend,national,indoor,S74
0103.wav,westend,piazza,outdoor,S75
0530.wav,campus,ground,indoor,S75
0682.wav,campus,reception,indoor,S75
0813.wav,campus,square,outdoor,S75
0830.wav,westend,leicester,outdoor,S75
0890.wav,british,room12,indoor,S75
1284.wav,westend,market,indoor,S75
1722.wav,westend,trafalgar,outdoor,S75
1742.wav,campus,canal,outdoor,S75
1959.wav,westend,national,indoor,S75
1997.wav,british,forecourt,outdoor,S75
2037.wav,westend,charing,indoor,S75
2110.wav,british,square,outdoor,S75
2213.wav,campus,library,outdoor,S75
0702.wav,westend,national,indoor,S76
0742.wav,westend,leicester,outdoor,S76
1171.wav,westend,market,indoor,S76
1210.wav,southbank,bridge,outdoor,S76
1489.wav,southbank,food,outdoor,S76
1499.wav,campus,ground,indoor,S76
1624.wav,southbank,royal,indoor,S76
1758.wav,southbank,waterloo,indoor,S76
1812.wav,westend,trafalgar,outdoor,S76
2127.wav,southbank,skate,outdoor,S76
2134.wav,westend,charing,indoor,S76
2182.wav,campus,curve,indoor,S76
2202.wav,campus,canal,outdoor,S76
2341.wav,campus,reception,indoor,S76
2452.wav,campus,square,outdoor,S76
0316.wav,southbank,food,outdoor,S77
0545.wav,campus,ground,indoor,S77
1190.wav,southbank,waterloo,indoor,S77
1557.wav,westend,leicester,outdoor,S77
1569.wav,westend,trafalgar,outdoor,S77
1639.wav,southbank,skate,outdoor,S77
1826.wav,campus,reception,indoor,S77
1828.wav,campus,square,outdoor,S77
2079.wav,southbank,bridge,outdoor,S77
2084.wav,campus,library,outdoor,S77
2274.wav,westend,market,indoor,S77
2353.wav,westend,piazza,outdoor,S77
2405.wav,campus,curve,indoor,S77
2455.wav,campus,canal,outdoor,S77
0196.wav,campus,curve,indoor,S78
0236.wav,campus,library,outdoor,S78
0355.wav,westend,piazza,outdoor,S78
0462.wav,westend,leicester,outdoor,S78
0466.wav,campus,ground,indoor,S78
0611.wav,campus,canal,outdoor,S78
0759.wav,westend,charing,indoor,S78
0882.wav,westend,market,indoor,S78
1293.wav,southbank,food,outdoor,S78
1983.wav,southbank,waterloo,indoor,S78
2120.wav,southbank,royal,indoor,S78
2226.wav,campus,square,outdoor,S78
2292.wav,southbank,book,outdoor,S78
0113.wav,westend,leicester,outdoor,S79
0181.wav,campus,canal,outdoor,S79
0241.wav,southbank,book,outdoor,S79
0426.wav,southbank,royal,indoor,S79
0601.wav,westend,charing,indoor,S79
0832.wav,campus,library,outdoor,S79
0897.wav,southbank,skate,outdoor,S79
0902.wav,westend,market,indoor,S79
0988.wav,campus,square,outdoor,S79
1271.wav,campus,reception,indoor,S79
1296.wav,southbank,waterloo,indoor,S79
1320.wav,westend,piazza,outdoor,S79
1676.wav,southbank,food,outdoor,S79
2344.wav,westend,national,indoor,S79
2488.wav,campus,ground,indoor,S79
0494.wav,british,square,outdoor,S8
0812.wav,campus,square,outdoor,S8
1261.wav,british,forecourt,outdoor,S8
1418.wav,british,street,outdoor,S8
1542.wav,british,room12,indoor,S8
1608.wav,campus,reception,indoor,S8
1643.wav,campus,curve,indoor,S8
1806.wav,british,greatcourt,indoor,S8
1978.wav,campus,ground,indoor,S8
2010.wav,campus,canal,outdoor,S8
0170.wav,british,square,outdoor,S80
0317.wav,british,forecourt,outdoor,S80
0357.wav,campus,library,outdoor,S80
0723.wav,campus,canal,outdoor,S80
0786.wav,british,street,outdoor,S80
0965.wav,campus,reception,indoor,S80
1035.wav,british,room12,indoor,S80
1201.wav,campus,square,outdoor,S80
1231.wav,westend,piazza,outdoor,S80
1555.wav,british,greatcourt,indoor,S80
1674.wav,westend,leicester,outdoor,S80
1870.wav,westend,market,indoor,S80
1919.wav,westend,charing,indoor,S80
2151.wav,campus,ground,indoor,S80
2190.wav,campus,curve,indoor,S80
0060.wav,westend,national,indoor,S81
0140.wav,campus,reception,indoor,S81
0367.wav,westend,trafalgar,outdoor,S81
0485.wav,westend,charing,indoor,S81
0579.wav,british,square,outdoor,S81
0640.wav,westend,leicester,outdoor,S81
0718.wav,campus,ground,indoor,S81
0834.wav,campus,canal,outdoor,S81
1091.wav,british,street,outdoor,S81
1246.wav,campus,curve,indoor,S81
1363.wav,british,room12,indoor,S81
1968.wav,westend,piazza,outdoor,S81
2043.wav,british,greatcourt,indoor,S81
2201.wav,campus,square,outdoor,S81
0019.wav,kensington,dinosaur,indoor,S82
0067.wav,campus,canal,outdoor,S82
0114.wav,kensington,marine,indoor,S82
0401.wav,british,room12,indoor,S82
0747.wav,kensington,albert,outdoor,S82
0825.wav,campus,curve,indoor,S82
0869.wav,campus,library,outdoor,S82
1213.wav,british,greatcourt,indoor,S82
1410.wav,campus,square,outdoor,S82
1472.wav,campus,reception,indoor,S82
1854.wav,kensington,pond,outdoor,S82
1889.wav,british,street,outdoor,S82
2175.wav,kensington,hintze,indoor,S82
2371.wav,campus,ground,indoor,S82
2442.wav,british,forecourt,outdoor,S82
0121.wav,kensington,hintze,indoor,S83
0163.wav,southbank,book,outdoor,S83
0171.wav,kensington,dinosaur,indoor,S83
0267.wav,westend,market,indoor,S83
0347.wav,kensington,cromwell,outdoor,S83
0394.wav,westend,leicester,outdoor,S83
0665.wav,southbank,royal,indoor,S83
0962.wav,southbank,waterloo,indoor,S83
1396.wav,westend,trafalgar,outdoor,S83
1497.wav,southbank,bridge,outdoor,S83
1745.wav,westend,piazza,outdoor,S83
1837.wav,westend,national,indoor,S83
1865.wav,southbank,food,outdoor,S83
2482.wav,kensington,marine,indoor,S83
0220.wav,westend,piazza,outdoor,S84
0374.wav,kensington,albert,outdoor,S84
0885.wav,kensington,cromwell,outdoor,S84
1343.wav,kensington,hintze,indoor,S84
1628.wav,kensington,marine,indoor,S84
1634.wav,westend,leicester,outdoor,S84
1841.wav,westend,trafalgar,outdoor,S84
2104.wav,westend,market,indoor,S84
2270.wav,westend,charing,indoor,S84
2457.wav,westend,national,indoor,S84
0319.wav,Euston,forecourt,outdoor,S85
0495.wav,british,greatcourt,indoor,S85
0732.wav,british,forecourt,outdoor,S85
0780.wav,Euston,gardens,outdoor,S85
0876.wav,Euston,ritblat,indoor,S85
1242.wav,southbank,bridge,outdoor,S85
1336.wav,southbank,skate,outdoor,S85
1423.wav,british,square,outdoor,S85
1478.wav,british,street,outdoor,S85
1605.wav,southbank,food,outdoor,S85
1697.wav,Euston,upper,indoor,S85
1989.wav,southbank,waterloo,indoor,S85
2118.wav,british,room12,indoor,S85
2334.wav,Euston,piazza,outdoor,S85
0219.wav,campus,curve,indoor,S86
0249.wav,westend,leicester,outdoor,S86
0277.wav,campus,ground,indoor,S86
0349.wav,british,room12,indoor,S86
0437.wav,westend,piazza,outdoor,S86
0521.wav,british,square,outdoor,S86
0683.wav,british,greatcourt,indoor,S86
0783.wav,westend,market,indoor,S86
0981.wav,campus,reception,indoor,S86
1566.wav,campus,canal,outdoor,S86
1630.wav,british,street,outdoor,S86
2002.wav,british,forecourt,outdoor,S86
2125.wav,campus,library,outdoor,S86
2240.wav,westend,national,indoor,S86
2302.wav,westend,charing,indoor,S86
0079.wav,british,street,outdoor,S87
0410.wav,southbank,royal,indoor,S87
0819.wav,westend,leicester,outdoor,S87
0967.wav,southbank,bridge,outdoor,S87
1014.wav,westend,charing,indoor,S87
1060.wav,british,forecourt,outdoor,S87
1172.wav,westend,market,indoor,S87
1364.wav,westend,national,indoor,S87
1554.wav,british,room12,indoor,S87
1591.wav,british,greatcourt,indoor,S87
1672.wav,westend,trafalgar,outdoor,S87
1904.wav,westend,piazza,outdoor,S87
2085.wav,southbank,waterloo,indoor,S87
2185.wav,southbank,skate,outdoor,S87
2350.wav,southbank,food,outdoor,S87
2439.wav,southbank,book,outdoor,S87
0306.wav,british,square,outdoor,S88
0607.wav,westend,national,indoor,S88
0666.wav,british,room12,indoor,S88
0668.wav,campus,square,outdoor,S88
0827.wav,westend,trafalgar,outdoor,S88
1039.wav,campus,reception,indoor,S88
1094.wav,campus,curve,indoor,S88
1104.wav,campus,canal,outdoor,S88
1262.wav,westend,piazza,outdoor,S88
1821.wav,campus,ground,indoor,S88
1947.wav,westend,charing,indoor,S88
2030.wav,british,greatcourt,indoor,S88
2036.wav,british,street,outdoor,S88
2070.wav,campus,library,outdoor,S88
2122.wav,westend,market,indoor,S88
2265.wav,british,forecourt,outdoor,S88
2332.wav,westend,leicester,outdoor,S88
0006.wav,westend,piazza,outdoor,S89
0176.wav,Euston,piazza,outdoor,S89
0255.wav,Euston,ritblat,indoor,S89
0350.wav,Euston,library,indoor,S89
0360.wav,westend,charing,indoor,S89
0763.wav,westend,national,indoor,S89
0810.wav,Euston,gardens,outdoor,S89
0928.wav,westend,market,indoor,S89
1535.wav,westend,trafalgar,outdoor,S89
1537.wav,british,greatcourt,indoor,S89
1546.wav,british,room12,indoor,S89
2222.wav,british,square,outdoor,S89
2301.wav,british,forecourt,outdoor,S89
2378.wav,Euston,forecourt,outdoor,S89
0088.wav,campus,curve,indoor,S9
0315.wav,campus,library,outdoor,S9
0433.wav,kensington,hintze,indoor,S9
0706.wav,kensington,cromwell,outdoor,S9
0749.wav,campus,canal,outdoor,S9
0808.wav,campus,reception,indoor,S9
0892.wav,campus,ground,indoor,S9
1378.wav,kensington,pond,outdoor,S9
1402.wav,kensington,dinosaur,indoor,S9
1730.wav,campus,square,outdoor,S9
1748.wav,kensington,albert,outdoor,S9
0086.wav,campus,reception,indoor,S90
0157.wav,westend,charing,indoor,S90
0272.wav,westend,leicester,outdoor,S90
0354.wav,Euston,piazza,outdoor,S90
0752.wav,campus,square,outdoor,S90
0862.wav,campus,ground,indoor,S90
1154.wav,campus,curve,indoor,S90
1221.wav,Euston,gardens,outdoor,S90
1316.wav,westend,national,indoor,S90
1383.wav,westend,market,indoor,S90
1446.wav,westend,piazza,outdoor,S90
1520.wav,westend,trafalgar,outdoor,S90
1592.wav,Euston,forecourt,outdoor,S90
1753.wav,Euston,library,indoor,S90
1775.wav,campus,canal,outdoor,S90
1846.wav,Euston,upper,indoor,S90
0361.wav,westend,trafalgar,outdoor,S91
0380.wav,campus,reception,indoor,S91
0446.wav,southbank,food,outdoor,S91
0497.wav,southbank,bridge,outdoor,S91
0680.wav,southbank,waterloo,indoor,S91
0751.wav,southbank,royal,indoor,S91
0769.wav,campus,library,outdoor,S91
1157.wav,southbank,book,outdoor,S91
1309.wav,campus,ground,indoor,S91
1400.wav,westend,leicester,outdoor,S91
1425.wav,westend,national,indoor,S91
1466.wav,westend,piazza,outdoor,S91
1927.wav,westend,charing,indoor,S91
2046.wav,campus,square,outdoor,S91
2126.wav,westend,market,indoor,S91
2349.wav,campus,curve,indoor,S91
0089.wav,campus,canal,outdoor,S92
0764.wav,campus,square,outdoor,S92
0857.wav,campus,reception,indoor,S92
0867.wav,campus,library,outdoor,S92
1333.wav,southbank,skate,outdoor,S92
1409.wav,Euston,gardens,outdoor,S92
1426.wav,southbank,food,outdoor,S92
1761.wav,Euston,forecourt,outdoor,S92
1767.wav,campus,ground,indoor,S92
1885.wav,Euston,upper,indoor,S92
1974.wav,Euston,library,indoor,S92
2078.wav,southbank,bridge,outdoor,S92
2178.wav,southbank,waterloo,indoor,S92
2495.wav,southbank,book,outdoor,S92
0148.wav,british,street,outdoor,S93
0645.wav,british,square,outdoor,S93
0754.wav,campus,ground,indoor,S93
0898.wav,british,greatcourt,indoor,S93
1116.wav,Euston,ritblat,indoor,S93
1462.wav,campus,curve,indoor,S93
1510.wav,Euston,upper,indoor,S93
1586.wav,Euston,forecourt,outdoor,S93
1749.wav,campus,square,outdoor,S93
2153.wav,campus,canal,outdoor,S93
2157.wav,british,room12,indoor,S93
2244.wav,Euston,gardens,outdoor,S93
2269.wav,Euston,library,indoor,S93
0056.wav,westend,piazza,outdoor,S94
0353.wav,british,square,outdoor,S94
0583.wav,campus,reception,indoor,S94
0653.wav,british,greatcourt,indoor,S94
0674.wav,westend,leicester,outdoor,S94
0806.wav,campus,library,outdoor,S94
0950.wav,campus,curve,indoor,S94
1181.wav,british,room12,indoor,S94
1245.wav,campus,canal,outdoor,S94
1444.wav,westend,trafalgar,outdoor,S94
1464.wav,british,street,outdoor,S94
1614.wav,westend,charing,indoor,S94
1651.wav,westend,national,indoor,S94
1982.wav,westend,market,indoor,S94
2177.wav,campus,ground,indoor,S94
2336.wav,campus,square,outdoor,S94
0541.wav,campus,curve,indoor,S95
0618.wav,campus,square,outdoor,S95
0811.wav,westend,trafalgar,outdoor,S95
1204.wav,campus,reception,indoor,S95
1270.wav,westend,market,indoor,S95
1611.wav,westend,leicester,outdoor,S95
2008.wav,campus,ground,indoor,S95
2112.wav,westend,charing,indoor,S95
2315.wav,campus,library,outdoor,S95
2322.wav,westend,piazza,outdoor,S95
0313.wav,southbank,royal,indoor,S96
0340.wav,westend,trafalgar,outdoor,S96
0584.wav,campus,library,outdoor,S96
0586.wav,southbank,book,outdoor,S96
0644.wav,campus,ground,indoor,S96
0896.wav,campus,curve,indoor,S96
1408.wav,southbank,food,outdoor,S96
1528.wav,westend,leicester,outdoor,S96
1656.wav,westend,market,indoor,S96
1765.wav,southbank,bridge,outdoor,S96
1911.wav,westend,piazza,outdoor,S96
2096.wav,westend,charing,indoor,S96
2354.wav,southbank,waterloo,indoor,S96
2363.wav,southbank,skate,outdoor,S96
2498.wav,westend,national,indoor,S96
0388.wav,campus,library,outdoor,S97
0700.wav,westend,market,indoor,S97
0804.wav,westend,national,indoor,S97
0837.wav,westend,piazza,outdoor,S97
0921.wav,campus,reception,indoor,S97
0948.wav,campus,curve,indoor,S97
1036.wav,Euston,upper,indoor,S97
1107.wav,Euston,piazza,outdoor,S97
1357.wav,westend,charing,indoor,S97
1374.wav,westend,trafalgar,outdoor,S97
1429.wav,Euston,library,indoor,S97
1479.wav,campus,ground,indoor,S97
1519.wav,campus,square,outdoor,S97
1740.wav,westend,leicester,outdoor,S97
1747.wav,campus,canal,outdoor,S97
1993.wav,Euston,gardens,outdoor,S97
2076.wav,Euston,forecourt,outdoor,S97
0015.wav,campus,reception,indoor,S99
0489.wav,westend,charing,indoor,S99
0542.wav,kensington,albert,outdoor,S99
0559.wav,westend,market,indoor,S99
0576.wav,kensington,dinosaur,indoor,S99
0613.wav,campus,ground,indoor,S99
0736.wav,campus,curve,indoor,S99
0755.wav,campus,library,outdoor,S99
0922.wav,westend,leicester,outdoor,S99
0937.wav,westend,piazza,outdoor,S99
1161.wav,campus,canal,outdoor,S99
1273.wav,campus,square,outdoor,S99
1289.wav,westend,national,indoor,S99
1964.wav,kensington,cromwell,outdoor,S99
2066.wav,westend,trafalgar,outdoor,S99
2147.wav,kensington,marine,indoor,S99
